key	kind	author_lat	title_lat	translates	edition	archive_id	file	url	note
Guillaume	translation	A. Guillaume	The Life of Muhammad	IbnHisham	Oxford University Press, 1955	GuillaumeATheLifeOfMuhammad	Guillaume, A - The Life of Muhammad_djvu.txt	https://archive.org/download/GuillaumeATheLifeOfMuhammad/Guillaume%2C%20A%20-%20The%20Life%20of%20Muhammad_djvu.txt	In copyright until 2035; fetched to locate pages, never quoted or republished. Translated from Wustenfeld, where Wasl cites Saqqa - page numbers do not transfer between the two, so only Guillaume's own pagination is ever cited.
